16.919,16.36,21.5,1.8,140,101.2,67.3,172.4,2.639,13.2,28,58.28014952,Acura
39.384,19.875,28.4,3.2,225,108.1,70.3,192.9,3.517,17.2,25,91.37077766,Acura
14.114,18.225,44,3.2,225,106.9,70.6,192,3.47,17.2,26,71.18146132,Acura
8.588,29.725,42,3.5,210,114.6,71.4,196.6,3.85,18,22,91.38977933,Acura
20.397,22.255,23.99,1.8,150,102.6,68.2,178,2.998,16.4,27,62.7776392,Audi
18.78,23.555,33.95,2.8,200,108.7,76.1,192,3.561,18.5,22,84.56510502,Audi
1.38,39,62,4.2,310,113,74,198.2,3.902,23.7,21,134.6568582,Audi
19.747,26.2,26.99,2.5,170,107.3,68.4,176,3.179,16.6,26,71.19120671,BMW
9.231,28.675,33.4,2.8,193,107.3,68.5,176,3.197,16.6,24,81.87706856,BMW
17.527,36.125,38.9,2.8,193,111.4,70.9,188,3.472,18.5,25,83.9987238,BMW
91.561,12.475,21.975,3.1,175,109,72.7,194.6,3.368,17.5,25,71.18145132,Buick
39.35,13.74,25.3,3.8,240,109,72.7,196.2,3.543,17.5,23,95.63670253,Buick
27.851,20.19,31.965,3.8,205,113.8,74.7,206.8,3.778,18.5,24,85.82840825,Buick
83.257,13.36,27.885,3.8,205,112.2,73.5,200,3.591,17.5,25,84.25452581,Buick
63.729,22.525,39.895,4.6,275,115.3,74.5,207.2,3.978,18.5,22,113.8545976,Cadillac
15.943,27.1,44.475,4.6,275,112.2,75,201,2.988,18.5,22,115.6213578,Cadillac
6.536,25.725,39.665,4.6,275,108,75.5,200.6,3.843,19,22,113.7658739,Cadillac
11.185,18.225,31.01,3,200,107.4,70.3,194.8,3.77,18,22,83.48309358,Cadillac
14.785,17.88,46.225,5.7,255,117.5,77,201.2,5.572,30,15,109.5091165,Cadillac
145.519,9.25,13.26,2.2,115,104.1,67.9,180.9,2.676,14.3,27,46.36334747,Chevrolet
135.126,11.225,16.535,3.1,170,107,69.4,190.4,3.051,15,25,67.31446216,Chevrolet
24.629,10.31,18.89,3.1,175,107.5,72.5,200.9,3.33,16.6,25,69.9913956,Chevrolet
42.593,11.525,19.39,3.4,180,110.5,72.7,197.9,3.34,17,27,72.03091719,Chevrolet
26.402,13.025,24.34,3.8,200,101.1,74.1,193.2,3.5,16.8,25,81.11854333,Chevrolet
17.947,36.225,45.705,5.7,345,104.5,73.6,179.7,3.21,19.1,22,141.14115,Chevrolet
32.299,9.125,13.96,1.8,120,97.1,66.7,174.3,2.398,13.2,33,48.2976361,Chevrolet
21.855,5.16,9.235,1,55,93.1,62.6,149.4,1.895,10.3,45,23.27627233,Chevrolet
107.995,12.96,18.89,3.4,180,110.5,73,200,3.389,17,27,71.83803944,Chevrolet
7.854,12.36,19.84,2.5,163,103.7,69.7,190.9,2.967,15.9,24,65.95718396,Chrysler
32.775,14.18,24.495,2.5,168,106,69.2,193,3.332,16,24,69.52135505,Chrysler
31.148,13.725,22.245,2.7,200,113,74.4,209.1,3.452,17,26,80.02378204,Chrysler
32.306,12.64,16.48,2,132,108,71,186,2.911,16,27,53.56619987,Chrysler
13.462,17.325,28.34,3.5,253,113,74.4,207.7,3.564,17,23,101.3292807,Chrysler
53.48,19.54,33.45,3.6,263,113,74.5,150,3.566,16,22,65.95728396,Chrysler
30.696,30.334,29.185,3.5,253,113,74.4,197.8,3.567,17,23,101.6552441,Chrysler
76.034,7.75,12.64,2,132,105,74.4,174.4,2.567,12.5,29,52.08489875,Dodge
4.734,12.545,19.045,2.5,163,103.7,69.1,190.2,2.879,15.9,24,65.65050834,Dodge
71.186,10.185,20.23,2.5,168,108,71,186,3.058,16,24,67.87610784,Dodge
88.028,12.275,22.505,2.7,202,113,74.7,203.7,3.489,17,23,80.83147017,Dodge
0.916,58.47,69.725,8,450,96.2,75.7,176.7,3.375,19,16,188.144323,Dodge
227.061,15.06,19.46,5.2,230,138.7,79.3,224.2,4.47,26,17,90.21170005,Dodge
16.767,15.51,21.315,3.9,175,109.6,78.8,192.6,4.245,32,15,71.13529161,Dodge
31.038,13.425,18.575,3.9,175,127.2,78.8,208.5,4.298,32,16,70.07832154,Dodge
111.313,11.26,16.98,2.5,120,131,71.5,215,3.557,22,19,49.64500177,Dodge
101.323,13.54,26.31,5.2,230,115.7,71.7,193.5,4.394,25,17,92.85412522,Dodge
181.749,12.025,19.565,2.4,150,113.3,76.8,186.3,3.533,20,24,61.22700031,Dodge
70.227,7.425,12.07,2,110,98.4,67,174.7,2.468,12.7,30,44.08370946,Ford
113.369,12.76,21.56,3.8,190,101.3,73.1,183.2,3.203,15.7,24,76.50918456,Ford
35.068,8.835,17.035,2.5,170,106.5,69.1,184.6,2.769,15,25,67.35101072,Ford
245.815,10.055,17.885,3,155,108.5,73,197.6,3.368,16,24,62.5037395,Ford
175.67,9.556,12.315,2,107,103,66.9,174.8,2.564,13.2,30,43.11713201,Ford
63.403,14.21,22.195,4.6,200,114.7,78.2,212,3.908,19,21,80.49953671,Ford
276.747,16.64,31.93,4,210,111.6,70.2,190.7,3.876,21,19,87.63549578,Ford
155.787,13.175,21.41,3,150,120.7,76.6,200.9,3.761,26,21,62.09504839,Ford
125.338,23.575,36.135,4.6,240,119,78.7,204.6,4.808,26,16,100.0248023,Ford
220.65,7.85,12.05,2.5,119,117.5,69.4,200.7,3.086,20,23,47.38953131,Ford
540.561,15.075,26.935,4.6,220,138.5,79.1,224.5,4.241,25.1,18,89.40193473,Ford
199.685,9.85,12.885,1.6,106,103.2,67.1,175.1,2.339,11.9,32,42.87909734,Honda
230.902,13.21,15.35,2.3,135,106.9,70.3,188.8,2.932,17.1,27,54.26954829,Honda
73.203,17.71,20.55,2,146,103.2,68.9,177.6,3.219,15.3,24,60.08796662,Honda
12.855,17.525,26.6,3.2,205,106.4,70.4,178.2,3.857,21.1,19,83.6025008,Honda
76.029,19.49,26,3.5,210,118.1,75.6,201.2,4.288,20,23,85.21769134,Honda
41.184,5.86,9.699,1.5,92,96.1,65.7,166.7,2.24,11.9,31,36.67228358,Hyundai
66.692,7.825,11.799,2,140,100.4,66.9,174,2.626,14.5,27,54.59004516,Hyundai
29.45,8.91,14.999,2.4,148,106.3,71.6,185.4,3.072,17.2,25,58.758249,Hyundai
23.713,19.69,29.465,3,227,108.3,70.2,193.7,3.342,18.5,25,92.43688923,Infiniti
15.467,6.775,42.8,3,240,114.5,71.6,191.3,3.65,18.4,21,102.1789848,Jaguar
55.557,13.475,14.46,2.5,120,93.4,66.7,152,3.045,19,17,48.67289791,Jeep
80.556,13.775,21.62,4,190,101.4,69.4,167.5,3.194,20,20,76.58443962,Jeep
157.04,18.81,26.895,4,195,105.9,72.3,181.5,3.88,20.5,19,80.38777912,Jeep
24.072,26.975,31.505,3,210,105.1,70.5,190.2,3.373,18.5,23,87.21100104,Lexus
12.698,32.075,37.805,3,225,110.2,70.9,189.2,3.638,19.8,23,94.9466984,Lexus
3.334,30.334,46.305,4,300,110.2,70.9,189.2,3.693,19.8,21,125.0133574,Lexus
6.375,40.375,54.005,4,290,112.2,72,196.7,3.89,22.5,22,124.4467163,Lexus
9.126,42.98,60.105,4.7,230,112.2,76.4,192.5,5.401,25.4,15,105.760458,Lexus
51.238,36.876,34.605,3,220,103,71.5,180.1,3.9,17.2,21,91.94380156,Lexus
13.798,20.525,39.08,4.6,275,109,73.6,208.5,3.868,20,22,113.5402069,Lincoln
48.911,21.725,43.33,4.6,215,117.7,78.2,215.3,4.121,19,21,93.9579169,Lincoln
22.925,19.55,42.66,5.4,300,119,79.9,204.8,5.393,30,15,123.9720467,Lincoln
26.232,8.325,13.987,1.8,113,98.4,66.5,173.6,2.25,13.2,30,45.83218056,Mitsubishi
42.541,10.395,19.047,2.4,154,100.8,68.9,175.4,2.91,15.9,24,62.44196235,Mitsubishi
55.616,10.595,17.357,2.4,145,103.7,68.5,187.8,2.945,16.3,25,58.60677292,Mitsubishi
5.711,16.575,24.997,3.5,210,107.1,70.3,194.1,3.443,19,22,84.83077858,Mitsubishi
0.11,20.94,25.45,3,161,97.2,72.4,180.3,3.131,19.8,21,67.54415494,Mitsubishi
11.337,19.125,31.807,3.5,200,107.3,69.9,186.6,4.52,24.3,18,83.92081504,Mitsubishi
39.348,13.88,22.527,3,173,107.3,66.7,178.3,3.51,19.5,20,70.66094179,Mitsubishi
14.351,8.8,16.24,2,125,106.5,69.1,184.8,2.769,15,28,50.99774761,Mercury
26.529,13.89,16.54,2,125,106.4,69.6,185,2.892,16,30,51.11347426,Mercury
67.956,11.03,19.035,3,153,108.5,73,199.7,3.379,16,24,62.23996663,Mercury
81.174,14.875,22.605,4.6,200,114.7,78.2,212,3.958,19,21,80.65769646,Mercury
27.609,20.43,27.56,4,210,111.6,70.2,190.1,3.876,21,18,85.94974425,Mercury
20.38,14.795,22.51,3.3,170,112.2,74.9,194.7,3.944,20,21,69.671461,Mercury
18.392,26.05,31.75,2.3,185,105.9,67.7,177.4,3.25,16.4,26,78.28073088,Mercedes-B
27.602,41.45,49.9,3.2,221,111.5,70.8,189.4,3.823,21.1,25,98.2497375,Mercedes-B
16.774,50.375,69.7,4.3,275,121.5,73.1,203.1,4.133,23.2,21,125.2738757,Mercedes-B
3.311,58.6,82.6,5,302,99,71.3,177.1,4.125,21.1,20,139.9822936,Mercedes-B
7.998,55.765,38.9,2.3,190,94.5,67.5,157.9,3.055,15.9,26,82.80736193,Mercedes-B
1.526,54.123,41,2.3,185,94.5,67.5,157.3,2.975,14,27,81.84896924,Mercedes-B
11.592,26.876,41.6,3.2,215,105.9,67.8,180.3,3.213,16.4,26,92.92579177,Mercedes-B
0.954,44.32,85.5,5,302,113.6,73.1,196.6,4.115,23.2,20,141.1009845,Mercedes-B
28.976,27.88,35.3,3.2,215,111,72.2,180.6,4.387,19,20,90.49553213,Mercedes-B
42.643,8.45,13.499,1.8,126,99.8,67.3,177.5,2.593,13.2,30,50.24197791,Nissan
88.094,11.295,20.39,2.4,155,103.1,69.1,183.5,3.012,15.9,25,63.31372783,Nissan
79.853,15.125,26.249,3,222,108.3,70.3,190.5,3.294,18.5,25,89.42782031,Nissan
27.308,15.38,26.399,3.3,170,112.2,74.9,194.8,3.991,20,21,71.17166413,Nissan
42.574,17.81,29.299,3.3,170,106.3,71.7,182.6,3.947,21,19,72.29035508,Nissan
54.158,16.34,22.799,3.3,170,104.3,70.4,178,3.821,19.4,18,69.78294434,Nissan
65.005,11.541,17.89,3.3,170,116.1,66.5,196.1,3.217,19.4,18,67.88927059,Nissan
1.112,11.24,18.145,3.1,150,107,69.4,192,3.102,15.2,25,60.86161155,Oldsmobile
38.554,23.456,24.15,3.5,215,109,73.6,195.9,3.455,18,26,86.27252291,Oldsmobile
80.255,20.112,18.27,2.4,150,107,70.1,186.7,2.958,15,27,60.72744693,Oldsmobile
14.69,19.89,36.229,4,250,113.8,74.4,205.4,3.967,18.5,22,103.4416926,Oldsmobile
20.017,19.925,31.598,4.3,190,107,67.8,181.2,4.068,17.5,19,80.51167259,Oldsmobile
24.361,15.24,25.345,3.4,185,120,72.2,201.4,3.948,25,22,76.09657042,Oldsmobile
32.734,7.75,12.64,2,132,105,74.4,174.4,2.559,12.5,29,52.08489875,Plymouth
5.24,9.8,16.08,2,132,108,71,186.3,2.942,16,27,53.41189767,Plymouth
24.155,12.025,18.85,2.4,150,113.3,76.8,186.3,3.528,20,24,60.95118512,Plymouth
1.872,12.5,43,3.5,253,113.3,76.3,165.4,2.85,12,21,106.9844563,Plymouth
51.645,13.79,21.61,2.4,150,104.1,68.4,181.9,2.906,15,27,62.0158703,Pontiac
